Type,Mobility,Delay,Tp_type,Ap_type,Server_type,V_id,Tile_scheme,VP_trace,VP_error,Thread,Total_seg,Algo,Buffer_time,Host_num,Bg_traffic,til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1,TP_D_avg,TP_D_max,TP_D_min,TP_D_medn,TP_D_std,TP_D_10p,TP_D_20p,TP_D_30p,TP_D_40p,TP_D_50p,TP_D_60p,TP_D_70p,TP_D_80p,TP_D_90p,TP_D_F25_avg,TP_D_F50_avg,TP_D_L25_avg,TP_D_L50_avg,TP_U_avg,TP_U_max,TP_U_min,TP_U_medn,TP_U_std,TP_U_10p,TP_U_20p,TP_U_30p,TP_U_40p,TP_U_50p,TP_U_60p,TP_U_70p,TP_U_80p,TP_U_90p,TP_U_F25_avg,TP_U_F50_avg,TP_U_L25_avg,TP_U_L50_avg,PC_D_total,PC_D_avg,PC_D_max,PC_D_min,PC_D_medn,PC_D_std,PC_D_10p,PC_D_20p,PC_D_30p,PC_D_40p,PC_D_50p,PC_D_60p,PC_D_70p,PC_D_80p,PC_D_90p,PC_D_F25_total,TP_D_F50_total,PC_D_L25_total,PC_D_L50_total,PC_U_total,PC_U_avg,PC_U_max,PC_U_min,PC_U_medn,PC_U_std,PC_U_10p,PC_U_20p,PC_U_30p,PC_U_40p,PC_U_50p,PC_U_60p,PC_U_70p,PC_U_80p,PC_U_90p,PC_U_F25_total,TP_U_F50_total,PC_U_L25_total,PC_U_L50_total,PS_D_avg,PS_D_max,PS_D_min,PS_D_medn,PS_D_std,PS_D_10p,PS_D_20p,PS_D_30p,PS_D_40p,PS_D_50p,PS_D_60p,PS_D_70p,PS_D_80p,PS_D_90p,PS_D_F25_avg,PS_D_F50_avg,PS_D_L25_avg,PS_D_L50_avg,PS_U_avg,PS_U_max,PS_U_min,PS_U_medn,PS_U_std,PS_U_10p,PS_U_20p,PS_U_30p,PS_U_40p,PS_U_50p,PS_U_60p,PS_U_70p,PS_U_80p,PS_U_90p,PS_U_F25_avg,PS_U_F50_avg,PS_U_L25_avg,PS_U_L50_avg,IAT_D_avg,IAT_D_max,IAT_D_min,IAT_D_medn,IAT_D_std,IAT_D_10p,IAT_D_20p,IAT_D_30p,IAT_D_40p,IAT_D_50p,IAT_D_60p,IAT_D_70p,IAT_D_80p,IAT_D_90p,IAT_D_F25_avg,IAT_D_F50_avg,IAT_D_L25_avg,IAT_D_L50_avg,IAT_U_avg,IAT_U_max,IAT_U_min,IAT_U_medn,IAT_U_std,IAT_U_10p,IAT_U_20p,IAT_U_30p,IAT_U_40p,IAT_U_50p,IAT_U_60p,IAT_U_70p,IAT_U_80p,IAT_U_90p,IAT_U_F25_avg,IAT_U_F50_avg,IAT_U_L25_avg,IAT_U_L50_avg,nQoE,nQoE1
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,0,1,60,0,2,1,no,39,1,20,320,40,120,1265,115,0,889495.951296,841064.506748,565618.588885,5,10,6,59.632867,4.8e-05,158471856.00458297,196156125.34682631,1270373.1333333333,2773216.0,110728.0,1059236.0,554525.8480124399,750373.6,835688.0,918885.6,982692.8,1059236.0,1165300.7999999998,1430004.0,1833491.2,2134799.2,951731.7333333332,966273.7333333332,1785679.2,1574472.5333333334,903659.2,2498896.0,23680.0,889700.0,236780.8801186447,803379.2,840523.2,854811.2,874955.2,889700.0,900352.0,931740.0,952377.6,971007.2000000002,1016047.4666666668,964391.2,838642.6666666666,842927.2,37579.0,313.15833333333336,600.0,42.0,292.0,76.85700963838988,248.0,258.8,264.0,284.2,292.0,310.2,332.6,383.6,410.3,8841.0,17364.0,10826.0,20215.0,22937.0,191.14166666666668,405.0,6.0,181.0,43.58216298619833,160.9,165.0,169.0,178.0,181.0,188.4,198.0,222.4,241.2,5592.0,10901.0,6341.0,12036.0,507.266514987169,1430.0,70.0,185.0,531.9012956957966,70.0,71.0,72.0,72.0,185.0,351.0,963.0,1280.0,1280.0,403.6866870263545,417.3608039622207,618.5384260114539,584.1476131585456,590.6092063629665,1472.0,54.0,105.0,619.4998231536947,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,681.3623032904148,663.5110540317402,495.9643589339221,525.253738783649,0.0031925487446757,0.444003,0.0,7.7e-05,0.0070372566235712,1E-06,4E-06,7E-06,2.1e-05,7.7e-05,0.000291,0.0010771999999999,0.0068644,0.011959,0.0033927266146363,0.0034551443791753,0.0110824951043783,0.0059351517190205,0.0052302957825841,0.998083,0.0,0.00059,0.0133363519738145,0.000198,0.000257,0.000335,0.000403,0.00059,0.001726,0.0028499999999999,0.005588,0.02065,0.0053625552575107,0.0055036638840473,0.018922693581454,0.0099691591890993,3.976040501141032,3.938271738126864
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,0,1,60,1,2,1,no,41,0,19,336,24,120,1380,0,0,980352.527963,902013.607483,529330.443791,2,6,0,59.385179,4.4e-05,171064507.0955658,200815455.779588,1238515.066666667,2767680.0,71944.0,1049348.0,575828.7456399361,738150.4,835768.0,925318.4,974438.4,1049348.0,1132692.8,1381383.2,1694521.6,2181822.4,948456.2666666668,952172.1333333332,1646604.5333333334,1524858.0,903856.0,2611448.0,97880.0,904412.0,256286.12095286525,771709.6,846411.2,871931.2,895705.6,904412.0,923934.4,940524.0,954257.6,967839.2,1020087.4666666668,953288.4,833379.7333333333,854423.6,37150.0,309.5833333333333,629.0,36.0,294.5,86.66310088818398,246.3,261.8,275.7,285.0,294.5,308.79999999999995,329.9,367.6,421.80000000000007,8810.0,17087.0,10332.0,20063.0,22842.0,190.35,424.0,16.0,183.0,50.6719268102829,161.9,168.0,172.7,179.0,183.0,190.0,197.6,215.4,257.3,5648.0,10823.0,6120.0,12019.0,500.1516670240137,1430.0,70.0,185.0,529.5132229088538,70.0,71.0,72.0,72.0,185.0,351.0,804.0,1280.0,1280.0,403.7129398410897,417.9370866740797,597.6352109949671,570.0261675721478,593.2935280017433,1472.0,54.0,105.0,619.9514808227896,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,677.2889518413598,660.599002125104,510.6493464052288,533.1705632748149,0.0032276738850771,0.459995,0.0,7.9e-05,0.0075634652440433,1E-06,4E-06,7E-06,2E-05,7.9e-05,0.0002815999999999,0.001029,0.006848,0.011958,0.0034047330306469,0.0035107228887458,0.0116139798683701,0.0059809420325973,0.0052484466332534,0.998095,0.0,0.000588,0.0161688795214364,0.000195,0.000257,0.000332,0.000402,0.000588,0.0015567999999999,0.002782,0.005477,0.0205532,0.0053072717776203,0.0055435941975422,0.0196058838235294,0.0099831940261253,4.379422735570039,4.090163073823421
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,0,1,60,0,4,1,no,41,1,18,336,16,128,1150,230,0,960201.164478,899986.918467,592100.061557,4,4,6,62.021855,7.4e-05,169926294.47303325,208436730.68148512,1286603.0163934426,3352784.0,123232.0,1040336.0,639562.0601305058,749463.2000000001,812550.4,882599.2,962161.6,1040336.0,1152123.2,1426691.1999999995,1940955.2,2249980.8000000003,940028.9032258064,938854.950819672,1803799.483870968,1634351.0819672132,887030.4262295082,2512784.0,101456.0,902984.0,252436.9721312018,748034.4,815062.4,843566.4,875870.4,902984.0,920083.2,932460.8,951324.8,963721.6,999512.7741935484,936846.4262295082,810602.0645161291,837214.4262295082,38082.0,312.1475409836066,605.0,58.0,296.0,89.83269258954483,229.5,251.2,272.3,284.4,296.0,304.79999999999995,326.2999999999999,383.6,436.6,8990.0,17133.0,11058.0,20949.0,23194.0,190.11475409836063,408.0,19.0,179.5,51.56647734328253,146.1,164.4,172.3,175.0,179.5,187.0,200.7,227.6,246.7,5720.0,10790.0,6467.0,12404.0,515.1307380035391,1430.0,70.0,185.0,534.7217240690993,70.0,71.0,72.0,72.0,185.0,354.0,1056.0,1280.0,1280.0,405.184872080089,417.83511352360944,632.0964912280701,594.8697789870638,583.0887255320968,1472.0,54.0,105.0,618.344091641744,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,677.1174825174825,662.0439295644115,485.70944796659967,514.6533376330216,0.0032006394035599,0.300012,0.0,7.6e-05,0.0072540141296087,1E-06,4E-06,7E-06,2.3e-05,7.6e-05,0.000282,0.0010778999999999,0.006832,0.01195,0.0034480745272525,0.0035600443004727,0.0110322105263157,0.0058233893741944,0.0052563719548679,0.998033,0.0,0.000587,0.0163446910481409,0.000199,0.000258,0.0003320999999999,0.000397,0.000587,0.001689,0.002807,0.0054666,0.0205100999999999,0.0054179174825174,0.0056524618164967,0.0188647751662285,0.0098354160754595,4.34296220413665,4.338611996102078
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,0,1,60,0,6,1,no,40,0,20,336,40,104,1219,161,0,975417.327186,856067.410411,575561.697178,2,6,6,60.424383,7.5e-05,164240971.81577688,202577250.3266549,1271516.2975206613,3268752.0,45320.0,1058936.0,634652.3413189283,709856.0,827872.0,921816.0,989512.0,1058936.0,1134056.0,1396040.0,1768160.0,2256432.0,881086.1935483871,935273.4426229508,1827196.1290322584,1600486.2950819673,898240.2644628099,2718560.0,9824.0,899272.0,271788.6451784365,783400.0,831280.0,859320.0,886024.0,899272.0,907368.0,938464.0,951360.0,974720.0,963294.7096774194,938426.6229508196,855901.6774193548,856379.2786885246,37815.0,312.5206611570248,654.0,29.0,294.0,92.01869188247146,240.0,263.0,274.0,284.0,294.0,306.0,323.0,383.0,432.0,8588.0,17162.0,11406.0,20911.0,23142.0,191.25619834710744,439.0,1.0,183.0,53.74158076296981,154.0,168.0,173.0,179.0,183.0,188.0,198.0,221.0,243.0,5482.0,10824.0,6720.0,12471.0,508.5787061426615,1430.0,70.0,185.0,532.3186585559573,70.0,71.0,72.0,72.0,185.0,351.0,993.0,1280.0,1280.0,397.5557755006986,415.537816105349,620.75968788357,583.6023145712783,586.925822283451,1472.0,54.0,105.0,618.9609529171331,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,680.9133527909522,661.0775129342203,493.544494047619,523.6061262128137,0.003197874117585,0.372024,0.0,8.1e-05,0.0071309485682052,1E-06,4E-06,7E-06,2.3e-05,8.1e-05,0.000309,0.001057,0.006825,0.0119537,0.0036096446204005,0.0035541375713786,0.0106081124846572,0.0057862431734493,0.0052263983984845,0.998068,0.0,0.00059,0.0162121013191775,0.000195,0.000258,0.000332,0.000401,0.00059,0.001687,0.002775,0.0054076,0.0204536,0.005653477380518,0.0056356155764966,0.0180059369047619,0.0097025014834415,4.160843431817441,4.147596503548706
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,0,1,60,1,6,1,no,40,0,20,344,24,112,1380,0,0,1025559.81921,870030.196528,527755.212051,1,6,0,55.930835,8.3e-05,168357617.7039112,199426388.1336277,1264010.6206896552,2840832.0,252224.0,1037252.0,532740.7534862824,758532.0,852800.0,918336.0,985520.0,1037252.0,1140248.0,1436620.0,1807408.0,2109380.0,972655.448275862,970756.9655172414,1757253.2413793104,1557264.2758620689,930402.4827586206,2499976.0,187544.0,910352.0,231320.9176209716,813716.0,847744.0,887076.0,899184.0,910352.0,926408.0,942512.0,958360.0,992140.0,1046782.6206896552,970845.5172413794,890370.2068965518,889959.448275862,36818.0,317.3965517241379,598.0,72.0,299.0,76.83523339951321,250.5,259.0,273.0,285.0,299.0,315.0,351.0,383.0,412.5,8752.0,16862.0,10641.0,19956.0,22551.0,194.4051724137931,404.0,34.0,186.5,43.24129939359056,160.5,168.0,174.0,179.0,186.5,194.0,204.0,220.0,243.0,5563.0,10618.0,6240.0,11933.0,498.0957804884616,1430.0,70.0,185.0,528.6330023570229,70.0,71.0,72.0,72.0,185.0,351.0,723.1999999999971,1280.0,1280.0,402.8651736745887,417.38749851737634,598.6319894746734,565.7529565043095,597.9306917630503,1472.0,54.0,105.0,620.7692944590179,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,682.1116304152436,662.896025616877,517.2423076923077,540.7027570602531,0.0031501449767078,0.324002,0.0,7.8e-05,0.0062152527879329,1E-06,4E-06,7E-06,1.9e-05,7.8e-05,0.000286,0.0011241999999999,0.006853,0.011954,0.0033132112659963,0.0034394280631004,0.0109007916549196,0.0058125538184004,0.0051447454593429,0.997925,0.0,0.000589,0.0114497733337208,0.000195,0.000259,0.000334,0.000401,0.000589,0.001708,0.002805,0.0055672,0.0207382,0.0052129793277008,0.0054601100018835,0.0185896961538461,0.0097209171205899,4.2927125517279965,4.0448803141731835
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,50,1,60,0,2,1,no,42,2,16,344,21,115,1224,123,33,1010260.429671,938770.320576,555889.621034,1,3,8,59.561971,7.8e-05,177613606.4923462,209265398.30744088,1285715.8347107435,2870336.0,200776.0,1075000.0,575042.3422866513,762808.0,827600.0,926816.0,998728.0,1075000.0,1176688.0,1446144.0,1898000.0,2180360.0,974044.3870967742,967700.3278688524,1709445.4193548388,1595700.1967213114,898197.7520661157,2559792.0,154296.0,894464.0,247524.7663710562,773464.0,835824.0,865632.0,881048.0,894464.0,908704.0,931456.0,950144.0,982416.0,1025897.0322580644,974243.0163934426,798583.7419354839,822103.344262295,38046.0,314.4297520661157,611.0,62.0,297.0,81.00054345764846,247.0,260.0,273.0,285.0,297.0,311.0,330.0,383.0,419.0,9307.0,17760.0,10724.0,20550.0,23236.0,192.03305785123968,411.0,27.0,183.0,46.96436734100072,158.0,168.0,172.0,179.0,183.0,191.0,200.0,220.0,246.0,5868.0,11213.0,6268.0,12194.0,511.1141862170088,1430.0,70.0,185.0,533.7219577355709,70.0,71.0,72.0,72.0,185.0,351.0,1024.0,1280.0,1280.0,405.5465778446331,415.46818693693695,617.6893882879523,592.0785401459854,584.6737284501244,1472.0,54.0,105.0,618.7936384064103,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,677.4626789366054,662.4991527691072,493.7000638162093,514.0674102017385,0.0031794681085043,0.264068,0.0,8E-05,0.0066918339560941,1E-06,4E-06,7E-06,2E-05,8E-05,0.000302,0.0010686999999999,0.006849,0.01195,0.0033302009240356,0.0034339045045045,0.0112825571615069,0.0058877928467153,0.00520749009349,0.998064,0.0,0.000589,0.0147135420280357,0.000201,0.00026,0.000335,0.000406,0.000589,0.001727,0.0028309,0.005525,0.020444,0.0052824647239263,0.0054399773477213,0.0193028915124441,0.009922135804494,4.5892109945382105,4.36562605624898
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,50,1,60,1,2,1,no,46,0,14,375,11,94,1335,6,39,1019828.983692,916415.406254,528681.981885,2,4,0,58.366968,7.6e-05,174796382.2374028,203766556.6373707,1257585.4117647058,2903832.0,252856.0,1051504.0,583246.3870361705,715654.4,820304.0,898139.2,986158.4,1051504.0,1138686.4,1346222.3999999997,1827571.2000000004,2288177.6,952626.1333333332,955444.6666666666,1710154.933333333,1550720.1333333333,910868.3697478992,2661368.0,411712.0,898488.0,244727.7755547942,769995.2000000001,840635.2,862670.4,878977.6,898488.0,919523.2,942297.6,958092.8,975814.4,1024590.9333333332,960384.6666666666,848653.8666666667,860541.3333333334,37302.0,313.4621848739496,638.0,91.0,299.0,82.88016964024672,233.0,257.0,273.0,286.2,299.0,310.0,324.6,376.0,430.4,8882.0,17233.0,10586.0,20313.0,22867.0,192.1596638655462,430.0,73.0,182.0,47.64768870094829,153.6,168.0,176.0,179.0,182.0,187.0,196.6,217.4,252.2,5632.0,10860.0,6265.0,12172.0,501.60175387157824,1430.0,70.0,185.0,530.0973645443975,70.0,71.0,72.0,72.0,185.0,351.0,833.3999999999942,1280.0,1280.0,402.20085566313895,415.8205187721233,605.8077649726054,572.5594939201496,592.2163549369291,1472.0,54.0,105.0,619.8439542451017,55.0,55.0,56.0,57.0,105.0,1228.0,1228.0,1228.0,1434.0,682.2116477272727,663.2490791896869,507.9731843575419,530.2382517252711,0.0031892916011408,0.415976,0.0,8.1e-05,0.0069036368814369,1E-06,4E-06,7E-06,2E-05,8.1e-05,0.000286,0.001061,0.006836,0.011957,0.0033775877054717,0.0034812111065978,0.01124085206877,0.0058581036774479,0.00520431461505,0.998005,0.0,0.000588,0.0135497796131492,0.000198,0.000257,0.000331,0.000398,0.000588,0.001725,0.0027572999999999,0.0054572,0.0205815,0.0053238673650568,0.0055248576427255,0.0189943859537111,0.0097765221820571,4.498966437880843,4.186367165276574
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,50,1,60,0,6,1,no,42,3,15,354,27,99,1109,239,32,997252.733517,925650.559475,604155.209841,2,4,6,61.321608,7.8e-05,175178029.0888179,214120220.9921557,1311566.2295081967,3398776.0,87904.0,1049680.0,710588.6683992755,722472.0,780662.4,909485.6,991230.4,1049680.0,1126862.4,1442833.6,1777184.0,2451611.2,868458.5806451613,932458.6229508196,1853770.5806451607,1690673.836065574,894029.2459016393,2394240.0,100592.0,896336.0,250836.1199702436,772269.6,837118.4,847854.4,881542.4,896336.0,907500.8,926896.0,950088.0,978280.0,949164.9032258064,931795.1475409836,828282.0645161291,856263.344262295,38677.0,317.0245901639344,577.0,38.0,292.0,96.80692827756158,239.2,255.0,273.3,285.0,292.0,312.79999999999995,333.7,393.0000000000001,455.0,8458.0,17059.0,11402.0,21618.0,23615.0,193.5655737704918,392.0,17.0,183.5,54.73962027589775,155.1,164.0,172.0,177.8,183.5,190.8,197.7,232.00000000000009,261.8,5395.0,10746.0,6700.0,12869.0,517.157760288995,1430.0,70.0,185.0,536.1705115248428,70.0,71.0,72.0,72.0,185.0,359.0,1107.0,1280.0,1280.0,397.8809411208324,416.7886159798347,630.008858095071,596.3265797021,577.1783918536358,1472.0,54.0,95.0,617.197693937156,55.0,55.0,56.0,56.0,95.0,1228.0,1228.0,1228.0,1434.0,681.7449490268767,661.1704820398288,479.0437313432836,507.3438495609605,0.0031531311056637,0.460276,0.0,7.6e-05,0.0075101720437597,1E-06,4E-06,7E-06,2.3e-05,7.6e-05,0.000267,0.000993,0.006812,0.011955,0.0036640050839441,0.0035756869687554,0.0106984395720049,0.0056426870200758,0.0051630580555203,0.998065,0.0,0.000584,0.0159338462637454,0.000195,0.000255,0.000331,0.000397,0.000584,0.0015686,0.0027962,0.0054355999999999,0.0205654,0.0057449803521779,0.0056752710776102,0.0182079629850746,0.0094796294972414,4.511191787298873,4.523890320351452
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,100,1,60,1,2,1,no,45,3,12,401,22,57,1329,15,36,893602.388225,792462.140885,528793.318127,2,8,0,56.117836,2.8e-05,151645603.4861578,186580899.4251888,1247816.4102564105,2967224.0,133600.0,1061168.0,528418.2225941962,744860.8,879225.6,941780.8,1002635.2,1061168.0,1138342.4,1342817.6,1614225.6,2073107.2,980054.6666666666,983243.1186440678,1576464.2666666666,1502940.745762712,929581.05982906,2501352.0,110856.0,918216.0,225672.7413614941,832035.2000000001,852870.4,885796.8,904376.0,918216.0,932582.4,943990.4,950854.4,989729.6,1043400.8,985570.033898305,854715.7333333333,873696.1355932204,36918.0,315.53846153846155,603.0,58.0,299.0,76.08829087244335,243.2,262.0,277.8,293.4,299.0,309.6,327.4,358.80000000000007,414.80000000000007,9099.0,17417.0,10194.0,19743.0,22759.0,194.52136752136752,407.0,19.0,183.0,42.781815429726905,164.8,172.0,175.8,179.4,183.0,189.6,195.0,217.6,243.4,5757.0,10957.0,6125.0,11970.0,494.23733766233767,1430.0,70.0,185.0,527.4393299796311,70.0,71.0,72.0,72.0,185.0,351.0,630.2999999999993,1280.0,1280.0,403.9130673700407,416.3413905953953,579.9235824995095,561.4236944739907,597.1994822063276,1472.0,54.0,105.0,620.3732223936971,55.0,55.0,56.0,57.20000000000073,105.0,1228.0,1228.0,1228.0,1434.0,679.6513809275665,663.3730948252258,523.2953469387755,538.3048454469507,0.00316889375,0.284155,0.0,8.7e-05,0.0062949466499312,1E-06,4E-06,7E-06,2E-05,8.7e-05,0.000336,0.0011192999999999,0.006865,0.011964,0.0032969586767776,0.0033874263650456,0.0114772173827741,0.0059260879298992,0.0051391333099302,0.997987,0.0,0.000593,0.011424488260817,0.000197,0.000258,0.000333,0.000404,0.000593,0.001732,0.0028345999999999,0.005529,0.020871,0.0052109303456661,0.0053846749110157,0.0191019947755102,0.0097744125313283,3.757374155685727,3.626125202090835
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,100,1,60,1,4,1,no,42,1,17,389,2,89,1309,5,66,1063932.013527,967248.134095,528818.483515,1,2,0,56.846943,7.8e-05,183968630.13554692,210517670.6240174,1298858.440677966,3006640.0,147168.0,1106704.0,554385.9274644203,765844.0,821521.6,933082.4,1028440.0,1106704.0,1206214.4,1552495.1999999995,1807200.0,2098328.8,988101.0666666668,987780.0677966102,1751321.3333333333,1609936.813559322,922009.0169491526,2447120.0,15632.0,905356.0,234397.82656607128,821520.8,844459.2,866762.4,894536.0,905356.0,919177.6,943680.8,953201.6,987573.6,1048663.7333333334,990578.5762711863,834404.5333333333,853439.4576271187,37785.0,320.2118644067797,591.0,37.0,305.0,77.73868130538528,238.0,261.4,278.1,293.8,305.0,323.2,345.79999999999995,377.00000000000006,419.9,9155.0,17508.0,10701.0,20277.0,23205.0,196.65254237288136,400.0,14.0,188.0,43.50362874376484,160.7,170.0,175.1,181.0,188.0,196.2,207.0,222.2,243.0,5809.0,11015.0,6329.0,12190.0,507.076165324178,1430.0,70.0,185.0,532.3055161345858,70.0,71.0,72.0,72.0,185.0,351.0,972.0,1280.0,1280.0,404.7382850901147,416.0885309572767,613.723483786562,585.5542733145929,585.8553186000516,1472.0,54.0,105.0,618.8414800037662,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,676.9648820795318,663.2334997730368,494.39358508453154,516.3343724364233,0.0031216390069985,0.271978,0.0,8.1e-05,0.0063151479344345,1E-06,4E-06,7E-06,2.1e-05,8.1e-05,0.000335,0.001039,0.00684,0.011953,0.0032768581103222,0.0033698660041124,0.0110269740211195,0.0058193839818513,0.005082102244389,0.998034,0.0,0.000591,0.011532710267297,0.000197,0.000257,0.000333,0.000403,0.000591,0.001677,0.0027658999999999,0.0054326,0.020426,0.0051628626269581,0.0053555971856559,0.0186424299257386,0.0096790762100082,4.7927823965028935,4.406449371436756
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,3,100,1,60,0,6,1,no,43,5,12,349,74,57,1097,222,61,1008135.362815,857874.803646,632148.919165,4,7,4,60.812703,7.4e-05,165875390.56825668,211933951.1380964,1306118.743801653,3384120.0,61424.0,1088616.0,728569.5253954951,729048.0,821392.0,870272.0,1013472.0,1088616.0,1176104.0,1395184.0,1744768.0,2454048.0,995871.4838709678,951383.213114754,1858665.5483870967,1649262.2950819673,897629.6859504132,2452992.0,23232.0,903392.0,279112.5768691658,731656.0,820904.0,857960.0,882944.0,903392.0,936880.0,958936.0,972112.0,1004992.0,1043337.0322580644,957471.344262295,858925.4193548387,834871.737704918,38351.0,316.9504132231405,589.0,21.0,301.0,104.23169131812004,236.0,258.0,277.0,289.0,301.0,312.0,331.0,390.0,462.0,9428.0,17466.0,11590.0,21087.0,23391.0,193.3140495867769,397.0,5.0,186.0,59.33112475415061,156.0,166.0,176.0,181.0,186.0,192.0,205.0,229.0,261.0,5992.0,11016.0,6800.0,12505.0,515.1465298294718,1430.0,70.0,185.0,535.2294429144315,70.0,71.0,72.0,72.0,185.0,351.0,1065.0,1280.0,1280.0,409.3128977513789,415.3381999312951,621.4261432269197,596.3686157348129,580.2406612553652,1472.0,54.0,95.0,617.8534754930502,55.0,55.0,56.0,56.0,95.0,1228.0,1228.0,1228.0,1434.0,674.7214619492656,662.7377450980392,489.4611764705882,509.06813274690126,0.0031527025864303,0.520002,0.0,7.5e-05,0.0083480613193766,1E-06,4E-06,7E-06,2.3e-05,7.5e-05,0.000268,0.000986,0.00681,0.01192,0.0032866115825201,0.0034921710752318,0.0104395348576358,0.0057378578745198,0.0051695473630529,0.998081,0.0,0.000577,0.0183955830659907,0.000194,0.000255,0.000327,0.000391,0.000577,0.001564,0.00277,0.005414,0.020008,0.0051726483644859,0.0055371314451706,0.0177936038235294,0.009675850139944,4.213199006795618,4.452619254021572
5g,static-1,5,quic,http-3_p,WSGI_caddy,v2,8x4,4,0,1,60,1,2,1,no,42,0,18,352,32,96,1380,0,0,862607.496682,794542.789141,535594.859673,2,7,0,58.006675,3.5e-05,150643423.5681889,186417461.0242406,1220363.8991596638,2932504.0,241648.0,1035552.0,550592.9682746921,743636.8,819641.6,904001.6,972862.4,1035552.0,1104822.4,1296835.2,1620185.6000000003,1966036.8000000005,957781.0666666668,948220.1333333332,1597246.6666666667,1486238.0,912125.3781512604,2603648.0,234672.0,902264.0,240178.83267821945,791691.2,843137.6,883904.0,895568.0,902264.0,916806.4,936160.0,954248.0,983428.8,1026207.4666666668,950878.9333333332,867081.8666666667,873450.1333333333,36817.0,309.38655462184875,615.0,78.0,296.0,80.5783828679154,244.8,258.6,271.0,280.4,296.0,307.8,323.0,360.8,420.4,8872.0,17092.0,10303.0,20005.0,22591.0,189.8403361344538,420.0,46.0,181.0,47.069050509367614,155.8,166.6,171.4,176.0,181.0,187.0,195.6,215.8,242.4,5644.0,10735.0,6150.0,12024.0,493.017829036635,1430.0,70.0,185.0,527.0311550626628,70.0,71.0,72.0,72.0,185.0,351.0,619.0,1280.0,1280.0,404.8330703336339,416.0806810203604,581.3525186838784,557.1999500124969,600.4743776805058,1472.0,54.0,105.0,621.174399848249,55.0,55.0,56.0,90.0,105.0,1228.0,1228.0,1228.0,1434.0,681.8352232459249,664.3308802980904,528.7084552845529,544.8166999334665,0.0032319773948439,0.383517,0.0,7.5e-05,0.0068527829710298,1E-06,4E-06,7E-06,1.7e-05,7.5e-05,0.000279,0.0010785999999999,0.006987,0.0119670999999999,0.0033809932371505,0.003510164228879,0.0115492242065417,0.0059480958260434,0.0052656809479595,998,0.0,0.000586,0.014869476105544,0.000197,0.000255,0.000329,0.000399,0.000586,0.0016866,0.0027483999999999,0.005471,0.0211438,0.0053150092133238,0.0055862059618071,0.0193467952845528,0.0098954416999334,3.7252711797762577,3.620797209714597
