Type,Mobility,Delay,Tp_type,Ap_type,Server_type,V_id,Tile_scheme,VP_trace,VP_error,Thread,Total_seg,Algo,Buffer_time,Host_num,Bg_traffic,til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1,TP_D_avg,TP_D_max,TP_D_min,TP_D_medn,TP_D_std,TP_D_10p,TP_D_20p,TP_D_30p,TP_D_40p,TP_D_50p,TP_D_60p,TP_D_70p,TP_D_80p,TP_D_90p,TP_D_F25_avg,TP_D_F50_avg,TP_D_L25_avg,TP_D_L50_avg,TP_U_avg,TP_U_max,TP_U_min,TP_U_medn,TP_U_std,TP_U_10p,TP_U_20p,TP_U_30p,TP_U_40p,TP_U_50p,TP_U_60p,TP_U_70p,TP_U_80p,TP_U_90p,TP_U_F25_avg,TP_U_F50_avg,TP_U_L25_avg,TP_U_L50_avg,PC_D_total,PC_D_avg,PC_D_max,PC_D_min,PC_D_medn,PC_D_std,PC_D_10p,PC_D_20p,PC_D_30p,PC_D_40p,PC_D_50p,PC_D_60p,PC_D_70p,PC_D_80p,PC_D_90p,PC_D_F25_total,TP_D_F50_total,PC_D_L25_total,PC_D_L50_total,PC_U_total,PC_U_avg,PC_U_max,PC_U_min,PC_U_medn,PC_U_std,PC_U_10p,PC_U_20p,PC_U_30p,PC_U_40p,PC_U_50p,PC_U_60p,PC_U_70p,PC_U_80p,PC_U_90p,PC_U_F25_total,TP_U_F50_total,PC_U_L25_total,PC_U_L50_total,PS_D_avg,PS_D_max,PS_D_min,PS_D_medn,PS_D_std,PS_D_10p,PS_D_20p,PS_D_30p,PS_D_40p,PS_D_50p,PS_D_60p,PS_D_70p,PS_D_80p,PS_D_90p,PS_D_F25_avg,PS_D_F50_avg,PS_D_L25_avg,PS_D_L50_avg,PS_U_avg,PS_U_max,PS_U_min,PS_U_medn,PS_U_std,PS_U_10p,PS_U_20p,PS_U_30p,PS_U_40p,PS_U_50p,PS_U_60p,PS_U_70p,PS_U_80p,PS_U_90p,PS_U_F25_avg,PS_U_F50_avg,PS_U_L25_avg,PS_U_L50_avg,IAT_D_avg,IAT_D_max,IAT_D_min,IAT_D_medn,IAT_D_std,IAT_D_10p,IAT_D_20p,IAT_D_30p,IAT_D_40p,IAT_D_50p,IAT_D_60p,IAT_D_70p,IAT_D_80p,IAT_D_90p,IAT_D_F25_avg,IAT_D_F50_avg,IAT_D_L25_avg,IAT_D_L50_avg,IAT_U_avg,IAT_U_max,IAT_U_min,IAT_U_medn,IAT_U_std,IAT_U_10p,IAT_U_20p,IAT_U_30p,IAT_U_40p,IAT_U_50p,IAT_U_60p,IAT_U_70p,IAT_U_80p,IAT_U_90p,IAT_U_F25_avg,IAT_U_F50_avg,IAT_U_L25_avg,IAT_U_L50_avg,nQoE,nQoE1
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v1,8x4,5,100,1,60,0,4,1,no,56,1,3,461,2,17,1352,28,0,265012.098993,354305.556331,387351.432326,7,5,1,94.41819,7.7e-05,62150095.8708439,98597927.22799,776936.5605095541,2094768.0,33720.0,733912.0,303747.7134069336,517604.8,618884.8,649849.6,692430.4,733912.0,779265.6,830228.7999999999,910908.8,1070406.4,1067493.6,902183.3924050631,651718.6,647685.6708860759,692488.4585987261,2444944.0,9824.0,697992.0,257457.7508928825,513974.4,603665.6,639632.0,680593.6,697992.0,727235.2,744211.2,776636.8,795656.0,850790.2,783490.835443038,538945.4,599488.3037974683,34355.0,218.82165605095545,633.0,21.0,217.0,74.25892926511561,157.8,187.2,197.0,208.4,217.0,223.6,231.0,248.0,271.0,11142.0,19718.0,7108.0,14782.0,21736.0,138.44585987261146,409.0,1.0,140.0,44.71984909681059,105.8,127.0,129.8,133.4,140.0,144.0,147.0,154.0,164.0,6829.0,12149.0,4665.0,9685.0,444.1521069456553,1430.0,70.0,84.0,504.7982939535211,70.0,71.0,72.0,72.0,84.0,305.3999999999978,580.0,1280.0,1280.0,479.0403877221325,451.8237650877371,458.44020821609456,432.6813692328508,624.7494145199063,1472.0,54.0,106.0,623.2829366499827,55.0,55.0,56.0,95.0,106.0,1228.0,1228.0,1228.0,1434.0,622.9244398887099,636.8402337640958,577.6478027867096,611.2490449148167,0.0045687065678581,1.02396,0.0,0.000194,0.0116806962148044,1E-06,4E-06,7E-06,1.8e-05,0.000194,0.000649,0.00389,0.0094898,0.0149872,0.0035899266738467,0.0040058866517902,0.0220866712155317,0.0106204883642267,0.0072191882720301,0.998152,0.0,0.0014,0.0214384900344338,0.000225,0.000289,0.000361,0.000546,0.0014,0.002967,0.0054097999999999,0.0102636,0.025318,0.0058569497730267,0.0065013937772656,0.0336539982851018,0.016210211874032,0.8905514689939531,0.7579338689287287
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v1,8x4,5,100,1,60,1,4,1,no,54,3,3,448,20,12,1371,3,6,337456.97215,384483.249411,372952.388014,8,6,0,94.999477,7.9e-05,69538364.8473739,102550599.0216134,790328.717948718,2377136.0,57088.0,728612.0,325270.99040503794,549768.0,606456.0,657992.0,688904.0,728612.0,775512.0,831636.0,905592.0,1137848.0,1121568.8205128205,941546.8717948718,688736.4102564103,639110.5641025641,694835.0769230769,2501456.0,57992.0,699256.0,250011.3880753296,564112.0,614312.0,654984.0,680248.0,699256.0,715024.0,733736.0,751400.0,781476.0,840306.6666666666,782541.7435897436,602812.5128205129,607128.4102564103,34508.0,221.2051282051282,647.0,31.0,216.0,72.78266893140452,164.5,187.0,198.5,209.0,216.0,230.0,238.0,245.0,270.0,11052.0,19810.0,7575.0,14698.0,21799.0,139.73717948717947,421.0,11.0,139.0,43.33280751843022,111.5,124.0,130.5,136.0,139.0,143.0,147.0,155.0,162.0,6726.0,12180.0,5001.0,9619.0,446.7697804414223,1430.0,70.0,84.0,506.8070822489512,70.0,71.0,72.0,72.0,84.0,337.0,581.0,1280.0,1280.0,494.7202316322837,463.4064613831399,443.2462046204621,423.9575452442509,621.4327677431125,1472.0,54.0,106.0,623.1564734614244,55.0,55.0,56.0,95.0,106.0,1228.0,1228.0,1228.0,1434.0,609.0536723163842,626.4188834154352,587.6246750649871,615.3968187961326,0.0045176576096352,0.428005,0.0,0.000194,0.0096514877786779,1E-06,4E-06,7E-06,1.7e-05,0.000194,0.000626,0.0035325,0.009105,0.015445,0.0035287383279044,0.0039366721352852,0.0205940129372937,0.0106136649884338,0.0071509799306695,0.998214,0.0,0.0013285,0.0193207311027693,0.000228,0.000292,0.000364,0.000545,0.0013285,0.002961,0.0052370999999999,0.0102264,0.025297,0.0057960087719298,0.0064029818555008,0.0311884655068986,0.0162151487680632,1.1272209698625406,0.8867885631745082
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v1,8x4,5,100,1,60,0,6,1,no,60,0,0,475,4,1,1375,4,1,283710.306349,341157.980321,359433.682798,4,2,0,95.683366,7.8e-05,61042167.1941387,94268432.5648716,765402.1910828026,2101304.0,55336.0,713680.0,267342.6217020712,560734.4,612886.4,654268.8,684436.8,713680.0,761564.8,800976.0,899752.0000000001,1058097.6,968943.8,869114.5316455696,700649.0,661035.1392405063,690510.1146496815,2460088.0,44944.0,693072.0,232416.44763116492,543470.4,614643.2,639468.8,676856.0,693072.0,714444.7999999999,732459.2,759980.8,785302.4,787352.0,753373.2658227849,605871.2,627752.3037974683,34153.0,217.53503184713367,640.0,21.0,213.0,65.4615683102378,175.60000000000002,192.2,199.8,205.0,213.0,218.0,231.4,241.8,262.4,10248.0,19002.0,7864.0,15368.0,21651.0,137.9044585987261,417.0,7.0,138.0,39.73715927509986,113.0,126.2,131.0,134.0,138.0,142.6,146.0,150.8,158.0,6294.0,11725.0,5166.0,10060.0,439.75745016199176,1430.0,70.0,84.0,502.875209206311,70.0,71.0,72.0,72.0,84.0,259.0,579.0,1280.0,1280.0,472.7477556596409,451.66329860014736,445.4787639877925,424.7606715252473,625.7266157245443,1472.0,54.0,106.0,623.5344121286169,55.0,55.0,56.0,95.0,106.0,1228.0,1228.0,1228.0,1434.0,625.4782332380045,634.5041364605544,586.4026325977545,616.2081510934394,0.0045985252035842,1.003665,0.0,0.000194,0.0109945126565809,1E-06,4E-06,7E-06,1.7e-05,0.000194,0.000644,0.003719,0.009754,0.015903,0.0039023008391881,0.0041572257130828,0.0199643416836215,0.0102160061816762,0.0072518877738906,0.99813,0.0,0.001369,0.0195999367284413,0.000229,0.000293,0.000362,0.000548,0.001369,0.0029777999999999,0.0051680999999999,0.0103298,0.025397,0.0063543042580235,0.0067352666950959,0.0303855863337204,0.0156035724652087,0.8550610276271354,0.6167949785318985
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v1,8x4,5,100,1,60,1,6,1,no,58,0,2,472,6,2,1368,10,2,324057.130352,358374.571888,365987.642659,6,4,0,93.152133,3.4e-05,65215931.87233809,98520247.5086923,781597.1948051949,2030952.0,59560.0,723832.0,274235.5572304247,563858.4,618243.2,644915.2,687977.6,723832.0,763296.0,805776.0,876532.8,1133643.2000000004,1066171.282051282,910291.948051948,672622.5641025641,652902.4415584416,702484.935064935,2351640.0,22472.0,690008.0,238409.17300089312,534097.6,610014.4,660024.8,674262.4,690008.0,716257.6,745000.0,765364.8,792370.4,851441.641025641,786738.8051948051,578809.8461538461,618231.064935065,34060.0,221.1688311688312,618.0,31.0,213.0,66.96304516757249,173.6,186.6,197.9,204.2,213.0,223.0,232.0,246.8,278.5000000000001,10868.0,19288.0,7375.0,14772.0,21646.0,140.55844155844156,400.0,4.0,138.0,40.03391208777602,113.0,124.6,128.9,134.0,138.0,142.8,147.0,154.8,167.70000000000002,6670.0,11955.0,4844.0,9691.0,441.607676154923,1430.0,70.0,84.0,503.48454102504746,70.0,71.0,72.0,72.0,84.0,280.0,580.0,1280.0,1280.0,478.2466875230033,454.2492741600996,444.6149152542373,425.411995667479,624.2736576411198,1472.0,54.0,106.0,623.3905489796206,55.0,55.0,56.0,95.0,106.0,1228.0,1228.0,1228.0,1434.0,622.3055472263868,633.4053534086156,582.5140379851363,614.0206377050872,0.0045176847876808,0.536007,0.0,0.000218,0.009486446919413,1E-06,4E-06,8E-06,1.7e-05,0.000218,0.000626,0.0037468999999999,0.0097206,0.0156954999999999,0.0035882989510489,0.0039919948154292,0.0208799515932203,0.0104244274979691,0.0071088490133088,0.998195,0.0,0.001373,0.0170482993456731,0.000229,0.000291,0.000362,0.000543,0.001373,0.002996,0.0052512999999999,0.010278,0.0253242,0.0058470143928035,0.0064389695524884,0.0317914981420313,0.0158908282942936,0.9887598420950848,0.7554015573678875
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,0,1,60,0,2,1,no,60,0,0,480,0,0,2340,0,0,183754.993646,184947.833848,241721.705659,0,0,0,241.521558,5.7e-05,34349159.2642102,82034542.36379978,591595.552631579,1391224.0,23408.0,578056.0,189224.08662026492,404983.2,466219.2,502768.8,541945.6,578056.0,616937.6,658385.6,697057.6,834674.3999999999,508377.0526315789,535333.4736842106,682052.0,647857.6315789474,537954.6578947369,1173800.0,9824.0,571244.0,143638.96582858017,360159.2,447496.0,489278.4,529625.6,571244.0,600600.0,624240.0,646795.2,670204.8,565820.6315789474,559425.8947368421,522749.0526315789,516483.4210526316,52543.0,172.83881578947367,349.0,23.0,178.0,40.82686091633615,123.3,147.0,164.89999999999998,172.0,178.0,185.8,193.1,201.0,212.7,12942.0,26089.0,13630.0,26454.0,33042.0,108.6907894736842,194.0,1.0,115.0,26.035333671315435,81.0,93.6,103.0,111.0,115.0,119.0,123.0,125.0,130.7,7876.0,16092.0,8771.0,16950.0,427.90932558889966,1455.0,70.0,84.0,499.7851328053502,70.0,71.0,72.0,72.0,84.0,185.0,576.0,1280.0,1280.0,373.1712254674703,389.870673463912,475.3847395451211,465.3094050049142,618.5305481767689,1472.0,54.0,107.0,622.389861625379,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,682.4906043676993,660.5202585135471,566.1972409075362,578.9489675516224,0.0057812011844427,0.448031,0.0,0.000732,0.0115507001822815,2E-06,6E-06,1.2e-05,4.6e-05,0.000732,0.0031461999999999,0.0078273999999999,0.0118458,0.016023,0.0058721450316798,0.0058258942849476,0.0223033192223037,0.0114914281772132,0.0091934198261289,1.214722,0.0,0.003514,0.0255810894518336,0.000244,0.000364,0.0005851,0.0020978,0.003514,0.005789,0.009132,0.0158908,0.025297,0.0096488938547486,0.009445524049217,0.0346594526279785,0.0179349887315634,0.0,0.21797760547334027
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,0,1,60,1,2,1,no,58,0,2,472,8,0,2340,0,0,314119.611264,248177.715872,293629.128799,4,2,0,182.689574,0.00276,48929825.7816294,105726511.7586612,717658.6016260163,2012376.0,74160.0,690532.0,250478.703602072,507364.0,556616.0,613284.0,658016.0,690532.0,732888.0,780140.0,837040.0,977232.0,697702.4516129033,669270.8292682926,738852.5161290322,766046.3739837399,665416.3902439025,2658680.0,9824.0,684040.0,235917.1062662709,478584.0,563360.0,610396.0,648176.0,684040.0,705944.0,734792.0,767912.0,788528.0,779915.8709677419,719529.0406504065,589467.4838709678,611303.7398373984,51351.0,208.7439024390244,655.0,27.0,210.0,61.69413360568682,168.0,180.0,190.0,199.0,210.0,218.0,228.5,236.0,254.0,14166.0,26325.0,12267.0,25026.0,32861.0,133.58130081300814,431.0,1.0,136.0,38.51669862675971,109.5,120.0,126.0,131.0,136.0,141.0,143.5,149.0,155.5,8797.0,16441.0,8136.0,16420.0,429.75454439297806,1430.0,70.0,84.0,498.60601617841513,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,381.7022448115205,390.8846723646724,466.7895165892231,470.6290657715976,622.4849618343825,1472.0,54.0,107.0,622.426134245929,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,687.0919631692623,672.8762848975123,561.5011061946902,572.3992082825822,0.0047902140632906,1.01596,0.0,0.000238,0.0110742982288707,1E-06,4E-06,7E-06,2.7e-05,0.000238,0.000982,0.004375,0.0097506,0.0159187,0.0043758871946915,0.0046723377777777,0.0200533004809651,0.0098295307680012,0.0074848808806982,0.998104,0.0,0.002405,0.0213405410872089,0.000231,0.000302,0.000397,0.000598,0.002405,0.0033564,0.006437,0.010853,0.025292,0.0070475376833011,0.0074776607870567,0.0302357750737463,0.0149816239951278,0.46706462338755317,0.990321385035346
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,0,1,60,0,4,1,no,60,0,0,480,0,0,2340,0,0,306575.493098,240178.51192,291523.331368,0,0,0,184.937529,3.1e-05,47461081.1951448,104148972.16309772,710358.0967741936,2051264.0,58656.0,677844.0,262752.20051229856,481308.0,547768.0,603011.2,646811.2000000001,677844.0,727617.6,777615.2,850715.2000000001,968964.8000000002,691983.6129032258,670045.3548387097,710190.5806451613,750670.8387096775,659813.1935483871,2707160.0,9824.0,686720.0,239453.199705404,489262.4,566224.0,613731.2,658467.2,686720.0,707648.0,728616.8,749051.2000000001,787384.8,777741.0322580645,727988.9677419355,570168.5161290322,591637.4193548387,51299.0,206.8508064516129,666.0,31.0,211.0,63.01028717338318,152.8,180.0,195.0,202.8,211.0,217.0,227.0,237.6,251.0,14034.0,26668.0,11835.0,24631.0,32812.0,132.30645161290323,443.0,1.0,137.5,40.51994280386269,100.7,119.4,129.0,132.0,137.5,141.0,144.89999999999998,148.0,155.3,8801.0,16792.0,7824.0,16020.0,429.25194522253344,1430.0,70.0,84.0,498.19077976457424,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,382.1343166595411,389.444390280486,465.0593155893536,472.3883723762738,623.1127497187339,1472.0,54.0,107.0,622.4662826643008,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,684.8645608453585,671.9764768937589,564.7758179959101,572.4332084893882,0.0048325967164643,0.480037,0.0,0.000235,0.0106159218461103,1E-06,4E-06,7E-06,2.6e-05,0.000235,0.000988,0.0043467999999999,0.0099188,0.0159483,0.004417821148639,0.0046496050697465,0.0209540897338403,0.0100682738013072,0.0075538218140906,0.998119,0.0,0.002343,0.0227373308679672,0.000229,0.000299,0.000391,0.000596,0.002343,0.0033705999999999,0.00641,0.0110146,0.0252834,0.0070420969208044,0.0073843516555502,0.0316971283231083,0.0154805450686641,0.4200161132032357,0.9388945545621279
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,0,1,60,1,4,1,no,58,0,2,464,8,8,2340,0,0,308387.961418,253346.242874,297833.947928,4,4,0,180.825903,4.4e-05,49433371.80178569,106965896.35895012,727054.3209876543,2007632.0,44160.0,699496.0,251654.85664202544,502472.0,572577.6,621803.2,659753.6,699496.0,750932.7999999999,791214.3999999999,854720.0000000001,982552.0,703520.393442623,678856.0,740238.0327868853,773122.9508196721,671292.0164609053,2623960.0,44952.0,684424.0,234279.28715304303,497454.4,573169.6,619220.8,660060.8,684424.0,717598.4,738361.6,768080.0,795017.6,790580.4590163934,736260.3278688524,585774.6885245901,605870.7540983607,51319.0,211.18930041152265,657.0,18.0,210.0,60.95033707226328,169.0,188.0,197.0,205.0,210.0,220.0,231.4,239.6,255.8,14096.0,26621.0,12017.0,24849.0,32789.0,134.93415637860082,425.0,7.0,137.0,38.63072757763166,107.2,123.0,129.0,134.8,137.0,141.0,146.0,150.0,158.8,8800.0,16696.0,7899.0,16203.0,430.44455222722337,1430.0,70.0,84.0,499.1025189016162,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,380.55781782065833,388.88674354832654,469.6941832404094,474.4708036540706,621.4764232579323,1472.0,54.0,107.0,622.4407194029579,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,685.02,672.4946094873023,565.455374097987,570.2356970931309,0.004732375776036,1.015926,0.0,0.000233,0.0108290833958812,1E-06,4E-06,7E-06,2.7e-05,0.000233,0.000965,0.004264,0.009694,0.0156009,0.0043273804625425,0.0045825359678449,0.0202209939252725,0.0097788918668759,0.0074059675724912,0.998093,0.0,0.002278,0.0214182874673827,0.00023,0.000301,0.00039,0.000596,0.002278,0.003292,0.0062515999999999,0.0104168,0.025231,0.0069310313636363,0.0073055558816482,0.0307621697683251,0.0149966289576004,0.483194786709074,1.030724568517666
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,0,1,60,0,6,1,no,59,0,1,472,0,8,2301,0,39,281435.570202,250467.587971,305559.100435,2,2,2,186.455828,7.4e-05,47886822.855891205,107365208.1351673,727425.4779116466,1903632.0,59584.0,696856.0,274780.59405497566,494275.2,561083.2,602452.7999999999,653620.8,696856.0,730928.0,787816.0,876334.4,1034208.0000000006,652945.5238095238,666043136,824797.5873015873,787621376,657041.4779116466,2494736.0,19648.0,676944.0,236210.5441549816,450832.0,557976.0,602723.2,631926.4,676944.0,710915.2,737094.4,755043.2,787464.0,748012.8253968254,723371136,587434.0317460317,591380.48,51806.0,208.0562248995984,624.0,23.0,209.0,61.52301338613107,157.0,182.0,191.4,202.2,209.0,217.8,227.6,236.0,252.2,13599.0,26680.0,13038.0,25325.0,33276.0,133.63855421686748,408.0,2.0,136.0,39.57431471369157,105.0,117.6,127.4,132.0,136.0,141.0,146.0,151.0,160.0,8569.0,16853.0,8626.0,16553.0,437.180514932266,1430.0,70.0,84.0,502.1288819930295,70.0,71.0,72.0,72.0,84.0,226.0,578.0,1280.0,1280.0,378.1120670637547,390.0646176911544,498.1807792606228,485.9460612043436,614.1611994847368,1472.0,54.0,107.0,621.5502572236157,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,687.4315556074221,670.662433988014,536.2906329700904,558.2263033891138,0.0048089973060344,0.999862,0.0,0.000261,0.0112450579287438,1E-06,4E-06,7E-06,2.9e-05,0.000261,0.001105,0.0044197999999999,0.0096652,0.0158363,0.0046326789469813,0.0046849959520239,0.0190979772204325,0.0098321590128331,0.0074864079266648,0.998076,0.0,0.002477,0.022082644519422,0.00023,0.000304,0.000394,0.0006,0.002477,0.003515,0.00643,0.0106,0.025235,0.0073511245186136,0.0074169605411499,0.028866189079527,0.0150425751827463,0.43365395809869023,1.043741889337525
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,0,1,60,1,6,1,no,60,0,0,480,0,0,2340,0,0,279484.369444,243875.202689,292789.848791,0,0,0,183.620794,7.2e-05,46855583.1341733,103662398.0221172,709241.5742971888,1869536.0,46856.0,690608.0,254908.0118281184,465120.0,566016.0,610985.6,649212.8,690608.0,720425.6,768366.4,840134.4,1015723.2,695794.6666666666,681156288,652399.3650793651,736622656,657338.0562248996,2498576.0,42248.0,683008.0,232916.8999880193,454460.8,547328.0,605398.4,643348.8,683008.0,704681.6,730574.4,746027.2,803400.0,781763.5555555555,740328512,533322.4126984127,574935552,51466.0,206.69076305220884,619.0,20.0,210.0,61.354627505064535,156.0,174.0,194.0,202.2,210.0,218.0,228.0,237.0,249.60000000000005,14336.0,27346.0,11241.0,24315.0,32824.0,131.82329317269077,405.0,6.0,136.0,39.070537842569095,100.0,118.6,127.0,132.0,136.0,141.79999999999998,144.0,147.4,154.60000000000005,8996.0,17228.0,7317.0,15734.0,428.9384767710497,1430.0,70.0,84.0,498.3538951268981,70.0,71.0,72.0,72.0,84.0,185.0,576.0,1280.0,1280.0,382.21142578125,389.20013895999415,457.0451917089227,473.3592021385976,623.1317607670065,1472.0,54.0,107.0,622.6951636208223,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,684.3472654513117,671.4437543533783,573.9939866065328,570.9525867547985,0.004837527383564,0.479975,0.0,0.000225,0.0107574984111828,1E-06,4E-06,7E-06,2.4e-05,0.000225,0.000975,0.0043671999999999,0.0097104,0.0159332,0.0043928346121651,0.0045710412126087,0.0221510319366604,0.0102405819453012,0.007583736082788,0.998267,0.0,0.002357,0.0235664841789229,0.000231,0.000303,0.000392,0.000595,0.002357,0.003402,0.0064648,0.010716,0.0252476,0.0070014548688305,0.0072544679591362,0.0340294074074074,0.0158251667725943,0.4006201052449104,0.9230325337727736
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,50,1,60,0,2,1,no,60,0,0,480,0,0,2340,0,0,264618.855674,244434.70407,294373.520216,0,0,0,187.131364,3E-05,46311784.6594435,103462322.5945759,705957536,1896880.0,44440.0,688236.0,258925.4537220331,477724.8,556817.6,602108.0,649614.4,688236.0,728312.0,769947.2,831920.0000000001,970645.6,688329.1428571428,673344704,743828.0634920635,738570368,653340224,2498016.0,43008.0,684128.0,245693.63523962483,421964.8,542761.6,589223.2,643425.6,684128.0,705305.6,729564.8,752958.4000000001,790772.8,769639.2380952381,726769728,582376.253968254,579910.72,51397.0,205588,625.0,12.0,210.0,64.24847279118781,155.70000000000002,179.8,192.0,201.6,210.0,217.4,226.0,237.2,249.0,14155.0,26939.0,12465.0,24458.0,32785.0,131.14,403.0,7.0,136.0,41.11953793514708,100.8,117.8,126.0,131.60000000000002,136.0,140.0,143.0,146.20000000000002,156.1,8846.0,16904.0,8174.0,15881.0,429.3555654738803,1430.0,70.0,84.0,498.249638438351,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,382.9453903214412,390.54942648205207,469.9274769354192,471.83588192002617,622.5514356977734,1472.0,54.0,107.0,622.6499221873377,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,685.1581505765317,671.7804661618552,561.0732811353071,570.5626220011334,0.0048624998835674,1.026001,0.0,0.000241,0.0125311294296809,1E-06,4E-06,7E-06,2.6e-05,0.000241,0.0009945999999999,0.0043736999999999,0.009734,0.01592,0.0044490026845637,0.0046401014885482,0.0200558999598876,0.0102214732602829,0.0076214160177637,0.998145,0.0,0.0024215,0.0243231805152565,0.000233,0.000306,0.000394,0.000596,0.0024215,0.003356,0.006376,0.010519,0.025236,0.0071205068957721,0.007393849384761,0.0305844450697333,0.0157419088218626,0.383200529157976,0.9165101966327363
4g,train_new_1,11,quic,http-3_p,WSGI_caddy,v2,12x4,1,50,1,60,1,2,1,no,60,0,0,480,0,0,2340,0,0,289256.839139,246729.72668,296379.215717,0,0,0,182.282353,7.9e-05,47677084.0712503,105186793.6684995,714960.6829268293,1909784.0,32176.0,686296.0,261292.8608105434,461576.0,557472.0,614104.0,653896.0,686296.0,740496.0,811680.0,868856.0,998656.0,711971.8709677419,668783.2845528455,711252.7741935484,761138.081300813,664749.3983739837,2388808.0,9824.0,680864.0,245792.8572081884,468740.0,569272.0,615812.0,644240.0,680864.0,717800.0,738172.0,772136.0,800872.0,799505.0322580645,724892.4227642276,575096.6451612903,604606.3739837399,51245.0,208.3130081300813,616.0,12.0,214.0,64.29141284610179,157.0,185.0,194.5,204.0,214.0,221.0,230.0,238.0,249.5,14390.0,26367.0,11938.0,24878.0,32895.0,133.71951219512195,401.0,1.0,140.0,42.04602812469758,103.5,117.0,128.5,136.0,140.0,144.0,148.0,152.0,157.0,9056.0,16586.0,7876.0,16309.0,429.068339302398,1430.0,70.0,84.0,498.2094381396394,70.0,71.0,72.0,72.0,84.0,185.0,577.0,1280.0,1280.0,383.4455872133426,389.9777373231691,461.7363880046909,470.3954497949996,621.138626167091,1472.0,54.0,107.0,622.5619325010147,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,684.2053886925795,671.9655733751357,565.8962671406805,569.9811760377705,0.0048008598372781,1.003807,0.0,0.000243,0.0120836367151908,1E-06,4E-06,8E-06,2.8e-05,0.000243,0.000999,0.0043685,0.009723,0.0157565,0.0043082453092425,0.0046649095839496,0.0206051028648014,0.00988760020902,0.0074766074026918,1.003657,0.0,0.0023085,0.0238981591460801,0.000232,0.000303,0.000391,0.000594,0.0023085,0.003375,0.00628,0.0104302,0.025201,0.0068460770759717,0.0074142667912697,0.0312323301168105,0.0150828273959163,0.4269353649300558,0.9727269038545673
