Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z3, 16, 3, 4K, 102752.000000, 0.003418, 30062024.575775, 30062024.000000, 1.930676, 6, 1.069425, 7719767.387765, 7719767.387765
Z3, 17, 3, 4K, 97808.000000, 0.003533, 27684121.143504, 27684120.000000, 1.930676, 6, 1.069425, 7244186.701311, 7244186.701311
Z3, 18, 3, 4K, 235072.000000, 0.006409, 36678420.970510, 36678416.000000, 1.930676, 6, 1.069425, 9043046.666712, 9043046.666712
Z3, 19, 3, 4K, 205128.000000, 0.005673, 36158646.218932, 36158640.000000, 1.930676, 6, 1.069425, 8939091.716396, 8939091.716396
Z3, 20, 3, 4K, 112168.000000, 0.003813, 29417256.753213, 29417256.000000, 1.930676, 6, 1.069425, 7590813.823252, 7590813.823252
Z3, 21, 3, 4K, 127680.000000, 0.004114, 31035488.575596, 31035488.000000, 1.930676, 6, 1.069425, 7914460.187729, 7914460.187729
Z3, 22, 3, 4K, 116936.000000, 0.004546, 25722833.260009, 25722832.000000, 1.930676, 6, 1.069425, 6851929.124612, 6851929.124612
Z3, 23, 3, 4K, 149472.000000, 0.005646, 26473963.868225, 26473960.000000, 1.930676, 6, 1.069425, 7002155.246255, 7002155.246255
Z3, 24, 3, 4K, 240168.000000, 0.006790, 35370839.469809, 35370832.000000, 1.930676, 6, 1.069425, 8781530.366572, 8781530.366572
Z3, 25, 3, 4K, 205936.000000, 0.005668, 36333098.094566, 36333096.000000, 1.930676, 6, 1.069425, 8973982.091523, 8973982.091523
Z3, 26, 3, 4K, 112952.000000, 0.003703, 30502835.538752, 30502832.000000, 1.930676, 6, 1.069425, 7807929.580360, 7807929.580360
Z3, 27, 3, 4K, 127320.000000, 0.003872, 32882231.404959, 32882224.000000, 1.930676, 6, 1.069425, 8283808.753602, 8283808.753602
Z3, 28, 3, 4K, 117744.000000, 0.003954, 29778452.200303, 29778448.000000, 1.930676, 6, 1.069425, 7663052.912671, 7663052.912671
Z3, 29, 3, 4K, 150064.000000, 0.004933, 30420433.813095, 30420432.000000, 1.930676, 6, 1.069425, 7791449.235229, 7791449.235229
Z3, 30, 3, 4K, 129312.000000, 0.004321, 29926405.924555, 29926400.000000, 1.930676, 6, 1.069425, 7692643.657521, 7692643.657521
Z3, 31, 3, 4K, 175864.000000, 0.005310, 33119397.363465, 33119392.000000, 1.930676, 6, 1.069425, 8331241.945303, 8331241.945303
Z3, 32, 3, 4K, 144792.000000, 0.004872, 29719211.822660, 29719208.000000, 1.930676, 6, 1.069425, 7651204.837142, 7651204.837142
Z3, 33, 3, 4K, 177520.000000, 0.005493, 32317494.993628, 32317488.000000, 1.930676, 6, 1.069425, 8170861.471336, 8170861.471336
Z3, 34, 3, 4K, 331296.000000, 0.009253, 35804171.620015, 35804168.000000, 1.930676, 6, 1.069425, 8868196.796613, 8868196.796613
Z3, 35, 3, 4K, 263944.000000, 0.007076, 37301300.169587, 37301296.000000, 1.930676, 6, 1.069425, 9167622.506527, 9167622.506527
Z3, 36, 3, 4K, 128632.000000, 0.004009, 32085806.934398, 32085800.000000, 1.930676, 6, 1.069425, 8124523.859489, 8124523.859489
Z3, 37, 3, 4K, 174608.000000, 0.004733, 36891612.085358, 36891608.000000, 1.930676, 6, 1.069425, 9085684.889681, 9085684.889681
Z3, 38, 3, 4K, 146216.000000, 0.004296, 34035381.750466, 34035376.000000, 1.930676, 6, 1.069425, 8514438.822703, 8514438.822703
Z1, 0, 4, 4K, 6624.000000, 0.013039, 508014.418284, 508008.000000, 2.639895, 6, 1.360206, 8616041.706360, 8616041.706360
Z2, 0, 4, 4K, 190152.000000, 0.014673, 12959313.023921, 12959312.000000, 2.639895, 6, 1.360206, 11106301.427487, 11106301.427487
